image,label
000532.jpg,data/labels/000532.txt
000150.jpg,data/labels/000150.txt
001463.jpg,data/labels/001463.txt
002506.jpg,data/labels/002506.txt
001902.jpg,data/labels/001902.txt
003810.jpg,data/labels/003810.txt
001273.jpg,data/labels/001273.txt
001304.jpg,data/labels/001304.txt
001503.jpg,data/labels/001503.txt
001576.jpg,data/labels/001576.txt
002839.jpg,data/labels/002839.txt
002290.jpg,data/labels/002290.txt
000760.jpg,data/labels/000760.txt
000549.jpg,data/labels/000549.txt
001486.jpg,data/labels/001486.txt
000369.jpg,data/labels/000369.txt
001714.jpg,data/labels/001714.txt
002120.jpg,data/labels/002120.txt
001741.jpg,data/labels/001741.txt
002216.jpg,data/labels/002216.txt
002817.jpg,data/labels/002817.txt
003323.jpg,data/labels/003323.txt
002622.jpg,data/labels/002622.txt
002819.jpg,data/labels/002819.txt
000411.jpg,data/labels/000411.txt
000989.jpg,data/labels/000989.txt
003387.jpg,data/labels/003387.txt
003537.jpg,data/labels/003537.txt
003115.jpg,data/labels/003115.txt
003830.jpg,data/labels/003830.txt
001890.jpg,data/labels/001890.txt
001445.jpg,data/labels/001445.txt
000813.jpg,data/labels/000813.txt
000062.jpg,data/labels/000062.txt
000597.jpg,data/labels/000597.txt
001645.jpg,data/labels/001645.txt
002948.jpg,data/labels/002948.txt
003294.jpg,data/labels/003294.txt
003675.jpg,data/labels/003675.txt
002683.jpg,data/labels/002683.txt
000154.jpg,data/labels/000154.txt
002392.jpg,data/labels/002392.txt
002530.jpg,data/labels/002530.txt
001106.jpg,data/labels/001106.txt
000375.jpg,data/labels/000375.txt
002756.jpg,data/labels/002756.txt
003483.jpg,data/labels/003483.txt
001613.jpg,data/labels/001613.txt
003366.jpg,data/labels/003366.txt
003284.jpg,data/labels/003284.txt
002713.jpg,data/labels/002713.txt
003762.jpg,data/labels/003762.txt
000285.jpg,data/labels/000285.txt
000603.jpg,data/labels/000603.txt
002259.jpg,data/labels/002259.txt
001206.jpg,data/labels/001206.txt
001997.jpg,data/labels/001997.txt
001388.jpg,data/labels/001388.txt
003120.jpg,data/labels/003120.txt
000986.jpg,data/labels/000986.txt
001561.jpg,data/labels/001561.txt
001819.jpg,data/labels/001819.txt
003699.jpg,data/labels/003699.txt
002045.jpg,data/labels/002045.txt
002014.jpg,data/labels/002014.txt
000656.jpg,data/labels/000656.txt
003761.jpg,data/labels/003761.txt
003171.jpg,data/labels/003171.txt
002172.jpg,data/labels/002172.txt
002704.jpg,data/labels/002704.txt
003707.jpg,data/labels/003707.txt
001477.jpg,data/labels/001477.txt
002310.jpg,data/labels/002310.txt
003914.jpg,data/labels/003914.txt
002816.jpg,data/labels/002816.txt
001478.jpg,data/labels/001478.txt
001872.jpg,data/labels/001872.txt
002042.jpg,data/labels/002042.txt
002848.jpg,data/labels/002848.txt
001353.jpg,data/labels/001353.txt
003809.jpg,data/labels/003809.txt
000923.jpg,data/labels/000923.txt
003249.jpg,data/labels/003249.txt
003304.jpg,data/labels/003304.txt
001107.jpg,data/labels/001107.txt
001336.jpg,data/labels/001336.txt
002272.jpg,data/labels/002272.txt
003047.jpg,data/labels/003047.txt
000354.jpg,data/labels/000354.txt
001636.jpg,data/labels/001636.txt
000567.jpg,data/labels/000567.txt
000433.jpg,data/labels/000433.txt
001535.jpg,data/labels/001535.txt
000736.jpg,data/labels/000736.txt
001337.jpg,data/labels/001337.txt
001033.jpg,data/labels/001033.txt
000019.jpg,data/labels/000019.txt
002263.jpg,data/labels/002263.txt
001912.jpg,data/labels/001912.txt
003313.jpg,data/labels/003313.txt
001599.jpg,data/labels/001599.txt
001101.jpg,data/labels/001101.txt
000732.jpg,data/labels/000732.txt
003053.jpg,data/labels/003053.txt
002897.jpg,data/labels/002897.txt
002247.jpg,data/labels/002247.txt
001699.jpg,data/labels/001699.txt
000388.jpg,data/labels/000388.txt
003929.jpg,data/labels/003929.txt
002621.jpg,data/labels/002621.txt
001615.jpg,data/labels/001615.txt
001283.jpg,data/labels/001283.txt
003025.jpg,data/labels/003025.txt
002156.jpg,data/labels/002156.txt
003305.jpg,data/labels/003305.txt
000172.jpg,data/labels/000172.txt
001640.jpg,data/labels/001640.txt
001578.jpg,data/labels/001578.txt
002479.jpg,data/labels/002479.txt
000007.jpg,data/labels/000007.txt
003917.jpg,data/labels/003917.txt
000419.jpg,data/labels/000419.txt
002326.jpg,data/labels/002326.txt
003865.jpg,data/labels/003865.txt
001541.jpg,data/labels/001541.txt
001943.jpg,data/labels/001943.txt
000353.jpg,data/labels/000353.txt
003023.jpg,data/labels/003023.txt
001956.jpg,data/labels/001956.txt
001495.jpg,data/labels/001495.txt
000210.jpg,data/labels/000210.txt
003165.jpg,data/labels/003165.txt
003724.jpg,data/labels/003724.txt
003568.jpg,data/labels/003568.txt
002258.jpg,data/labels/002258.txt
001525.jpg,data/labels/001525.txt
001803.jpg,data/labels/001803.txt
001144.jpg,data/labels/001144.txt
002613.jpg,data/labels/002613.txt
000675.jpg,data/labels/000675.txt
002519.jpg,data/labels/002519.txt
000580.jpg,data/labels/000580.txt
001203.jpg,data/labels/001203.txt
003533.jpg,data/labels/003533.txt
003351.jpg,data/labels/003351.txt
001501.jpg,data/labels/001501.txt
003193.jpg,data/labels/003193.txt
001307.jpg,data/labels/001307.txt
002187.jpg,data/labels/002187.txt
000902.jpg,data/labels/000902.txt
002236.jpg,data/labels/002236.txt
002684.jpg,data/labels/002684.txt
002351.jpg,data/labels/002351.txt
000554.jpg,data/labels/000554.txt
001850.jpg,data/labels/001850.txt
001738.jpg,data/labels/001738.txt
000067.jpg,data/labels/000067.txt
002950.jpg,data/labels/002950.txt
000848.jpg,data/labels/000848.txt
001135.jpg,data/labels/001135.txt
001249.jpg,data/labels/001249.txt
000676.jpg,data/labels/000676.txt
001967.jpg,data/labels/001967.txt
003836.jpg,data/labels/003836.txt
000859.jpg,data/labels/000859.txt
003490.jpg,data/labels/003490.txt
003816.jpg,data/labels/003816.txt
003764.jpg,data/labels/003764.txt
002370.jpg,data/labels/002370.txt
001254.jpg,data/labels/001254.txt
002344.jpg,data/labels/002344.txt
000311.jpg,data/labels/000311.txt
003002.jpg,data/labels/003002.txt
000565.jpg,data/labels/000565.txt
003181.jpg,data/labels/003181.txt
002923.jpg,data/labels/002923.txt
003950.jpg,data/labels/003950.txt
003828.jpg,data/labels/003828.txt
003278.jpg,data/labels/003278.txt
002449.jpg,data/labels/002449.txt
002652.jpg,data/labels/002652.txt
002777.jpg,data/labels/002777.txt
002520.jpg,data/labels/002520.txt
003791.jpg,data/labels/003791.txt
003630.jpg,data/labels/003630.txt
001444.jpg,data/labels/001444.txt
001894.jpg,data/labels/001894.txt
001259.jpg,data/labels/001259.txt
000303.jpg,data/labels/000303.txt
000327.jpg,data/labels/000327.txt
002587.jpg,data/labels/002587.txt
003897.jpg,data/labels/003897.txt
002924.jpg,data/labels/002924.txt
002202.jpg,data/labels/002202.txt
003650.jpg,data/labels/003650.txt
002265.jpg,data/labels/002265.txt
002163.jpg,data/labels/002163.txt
000204.jpg,data/labels/000204.txt
001091.jpg,data/labels/001091.txt
001481.jpg,data/labels/001481.txt
002678.jpg,data/labels/002678.txt
002034.jpg,data/labels/002034.txt
001473.jpg,data/labels/001473.txt
001948.jpg,data/labels/001948.txt
003846.jpg,data/labels/003846.txt
003268.jpg,data/labels/003268.txt
001660.jpg,data/labels/001660.txt
001719.jpg,data/labels/001719.txt
003032.jpg,data/labels/003032.txt
000393.jpg,data/labels/000393.txt
003153.jpg,data/labels/003153.txt
002961.jpg,data/labels/002961.txt
000146.jpg,data/labels/000146.txt
002391.jpg,data/labels/002391.txt
001424.jpg,data/labels/001424.txt
002241.jpg,data/labels/002241.txt
002429.jpg,data/labels/002429.txt
001708.jpg,data/labels/001708.txt
002343.jpg,data/labels/002343.txt
001340.jpg,data/labels/001340.txt
003130.jpg,data/labels/003130.txt
001212.jpg,data/labels/001212.txt
001822.jpg,data/labels/001822.txt
002422.jpg,data/labels/002422.txt
000428.jpg,data/labels/000428.txt
002010.jpg,data/labels/002010.txt
002749.jpg,data/labels/002749.txt
002399.jpg,data/labels/002399.txt
000555.jpg,data/labels/000555.txt
000780.jpg,data/labels/000780.txt
000486.jpg,data/labels/000486.txt
002324.jpg,data/labels/002324.txt
000151.jpg,data/labels/000151.txt
000832.jpg,data/labels/000832.txt
002365.jpg,data/labels/002365.txt
002458.jpg,data/labels/002458.txt
000840.jpg,data/labels/000840.txt
001300.jpg,data/labels/001300.txt
001176.jpg,data/labels/001176.txt
000302.jpg,data/labels/000302.txt
001983.jpg,data/labels/001983.txt
002149.jpg,data/labels/002149.txt
003326.jpg,data/labels/003326.txt
002829.jpg,data/labels/002829.txt
003522.jpg,data/labels/003522.txt
000489.jpg,data/labels/000489.txt
002318.jpg,data/labels/002318.txt
002027.jpg,data/labels/002027.txt
003355.jpg,data/labels/003355.txt
000313.jpg,data/labels/000313.txt
000516.jpg,data/labels/000516.txt
003199.jpg,data/labels/003199.txt
003150.jpg,data/labels/003150.txt
003170.jpg,data/labels/003170.txt
000434.jpg,data/labels/000434.txt
000124.jpg,data/labels/000124.txt
001565.jpg,data/labels/001565.txt
002629.jpg,data/labels/002629.txt
003134.jpg,data/labels/003134.txt
003388.jpg,data/labels/003388.txt
001863.jpg,data/labels/001863.txt
001072.jpg,data/labels/001072.txt
000005.jpg,data/labels/000005.txt
003717.jpg,data/labels/003717.txt
002058.jpg,data/labels/002058.txt
002485.jpg,data/labels/002485.txt
003225.jpg,data/labels/003225.txt
003933.jpg,data/labels/003933.txt
002747.jpg,data/labels/002747.txt
001152.jpg,data/labels/001152.txt
000507.jpg,data/labels/000507.txt
001764.jpg,data/labels/001764.txt
001593.jpg,data/labels/001593.txt
001939.jpg,data/labels/001939.txt
003127.jpg,data/labels/003127.txt
002697.jpg,data/labels/002697.txt
002233.jpg,data/labels/002233.txt
002219.jpg,data/labels/002219.txt
002608.jpg,data/labels/002608.txt
000808.jpg,data/labels/000808.txt
003427.jpg,data/labels/003427.txt
001087.jpg,data/labels/001087.txt
002123.jpg,data/labels/002123.txt
003549.jpg,data/labels/003549.txt
001006.jpg,data/labels/001006.txt
000162.jpg,data/labels/000162.txt
002170.jpg,data/labels/002170.txt
001947.jpg,data/labels/001947.txt
002464.jpg,data/labels/002464.txt
002554.jpg,data/labels/002554.txt
000472.jpg,data/labels/000472.txt
002540.jpg,data/labels/002540.txt
003020.jpg,data/labels/003020.txt
000107.jpg,data/labels/000107.txt
002925.jpg,data/labels/002925.txt
003244.jpg,data/labels/003244.txt
002039.jpg,data/labels/002039.txt
001538.jpg,data/labels/001538.txt
000947.jpg,data/labels/000947.txt
003620.jpg,data/labels/003620.txt
000686.jpg,data/labels/000686.txt
003613.jpg,data/labels/003613.txt
000798.jpg,data/labels/000798.txt
001568.jpg,data/labels/001568.txt
001969.jpg,data/labels/001969.txt
001908.jpg,data/labels/001908.txt
002920.jpg,data/labels/002920.txt
000904.jpg,data/labels/000904.txt
002636.jpg,data/labels/002636.txt
001163.jpg,data/labels/001163.txt
003430.jpg,data/labels/003430.txt
003727.jpg,data/labels/003727.txt
001934.jpg,data/labels/001934.txt
001859.jpg,data/labels/001859.txt
000977.jpg,data/labels/000977.txt
000530.jpg,data/labels/000530.txt
000692.jpg,data/labels/000692.txt
000663.jpg,data/labels/000663.txt
001291.jpg,data/labels/001291.txt
002797.jpg,data/labels/002797.txt
002712.jpg,data/labels/002712.txt
002415.jpg,data/labels/002415.txt
000182.jpg,data/labels/000182.txt
002162.jpg,data/labels/002162.txt
001830.jpg,data/labels/001830.txt
001988.jpg,data/labels/001988.txt
001458.jpg,data/labels/001458.txt
002452.jpg,data/labels/002452.txt
000138.jpg,data/labels/000138.txt
000574.jpg,data/labels/000574.txt
001935.jpg,data/labels/001935.txt
003598.jpg,data/labels/003598.txt
000583.jpg,data/labels/000583.txt
001044.jpg,data/labels/001044.txt
002785.jpg,data/labels/002785.txt
002194.jpg,data/labels/002194.txt
002591.jpg,data/labels/002591.txt
002644.jpg,data/labels/002644.txt
002077.jpg,data/labels/002077.txt
001668.jpg,data/labels/001668.txt
000272.jpg,data/labels/000272.txt
002681.jpg,data/labels/002681.txt
000142.jpg,data/labels/000142.txt
002373.jpg,data/labels/002373.txt
001664.jpg,data/labels/001664.txt
003733.jpg,data/labels/003733.txt
001062.jpg,data/labels/001062.txt
000134.jpg,data/labels/000134.txt
002154.jpg,data/labels/002154.txt
001253.jpg,data/labels/001253.txt
000181.jpg,data/labels/000181.txt
001380.jpg,data/labels/001380.txt
001060.jpg,data/labels/001060.txt
003361.jpg,data/labels/003361.txt
003231.jpg,data/labels/003231.txt
000879.jpg,data/labels/000879.txt
002583.jpg,data/labels/002583.txt
002097.jpg,data/labels/002097.txt
003866.jpg,data/labels/003866.txt
003641.jpg,data/labels/003641.txt
003237.jpg,data/labels/003237.txt
003469.jpg,data/labels/003469.txt
000744.jpg,data/labels/000744.txt
002183.jpg,data/labels/002183.txt
000295.jpg,data/labels/000295.txt
003868.jpg,data/labels/003868.txt
000492.jpg,data/labels/000492.txt
002050.jpg,data/labels/002050.txt
002720.jpg,data/labels/002720.txt
001029.jpg,data/labels/001029.txt
003354.jpg,data/labels/003354.txt
003052.jpg,data/labels/003052.txt
000517.jpg,data/labels/000517.txt
000799.jpg,data/labels/000799.txt
003317.jpg,data/labels/003317.txt
003557.jpg,data/labels/003557.txt
001546.jpg,data/labels/001546.txt
000195.jpg,data/labels/000195.txt
000527.jpg,data/labels/000527.txt
002973.jpg,data/labels/002973.txt
001460.jpg,data/labels/001460.txt
001522.jpg,data/labels/001522.txt
002470.jpg,data/labels/002470.txt
003711.jpg,data/labels/003711.txt
001294.jpg,data/labels/001294.txt
000889.jpg,data/labels/000889.txt
001433.jpg,data/labels/001433.txt
001286.jpg,data/labels/001286.txt
000378.jpg,data/labels/000378.txt
003835.jpg,data/labels/003835.txt
000046.jpg,data/labels/000046.txt
001391.jpg,data/labels/001391.txt
002465.jpg,data/labels/002465.txt
001964.jpg,data/labels/001964.txt
000100.jpg,data/labels/000100.txt
000618.jpg,data/labels/000618.txt
001857.jpg,data/labels/001857.txt
003301.jpg,data/labels/003301.txt
002707.jpg,data/labels/002707.txt
000222.jpg,data/labels/000222.txt
003276.jpg,data/labels/003276.txt
001570.jpg,data/labels/001570.txt
003476.jpg,data/labels/003476.txt
003921.jpg,data/labels/003921.txt
001916.jpg,data/labels/001916.txt
002532.jpg,data/labels/002532.txt
001441.jpg,data/labels/001441.txt
001159.jpg,data/labels/001159.txt
003560.jpg,data/labels/003560.txt
002298.jpg,data/labels/002298.txt
000366.jpg,data/labels/000366.txt
003943.jpg,data/labels/003943.txt
003811.jpg,data/labels/003811.txt
003408.jpg,data/labels/003408.txt
001624.jpg,data/labels/001624.txt
002943.jpg,data/labels/002943.txt
001081.jpg,data/labels/001081.txt
002171.jpg,data/labels/002171.txt
000905.jpg,data/labels/000905.txt
002910.jpg,data/labels/002910.txt
002953.jpg,data/labels/002953.txt
001886.jpg,data/labels/001886.txt
003145.jpg,data/labels/003145.txt
001883.jpg,data/labels/001883.txt
003186.jpg,data/labels/003186.txt
002301.jpg,data/labels/002301.txt
001797.jpg,data/labels/001797.txt
001517.jpg,data/labels/001517.txt
001906.jpg,data/labels/001906.txt
000345.jpg,data/labels/000345.txt
001193.jpg,data/labels/001193.txt
002522.jpg,data/labels/002522.txt
003848.jpg,data/labels/003848.txt
001826.jpg,data/labels/001826.txt
000970.jpg,data/labels/000970.txt
002894.jpg,data/labels/002894.txt
001690.jpg,data/labels/001690.txt
001605.jpg,data/labels/001605.txt
002439.jpg,data/labels/002439.txt
000288.jpg,data/labels/000288.txt
001784.jpg,data/labels/001784.txt
000919.jpg,data/labels/000919.txt
003398.jpg,data/labels/003398.txt
001979.jpg,data/labels/001979.txt
001312.jpg,data/labels/001312.txt
000292.jpg,data/labels/000292.txt
000032.jpg,data/labels/000032.txt
001607.jpg,data/labels/001607.txt
003666.jpg,data/labels/003666.txt
002618.jpg,data/labels/002618.txt
002623.jpg,data/labels/002623.txt
002289.jpg,data/labels/002289.txt
000170.jpg,data/labels/000170.txt
003892.jpg,data/labels/003892.txt
001867.jpg,data/labels/001867.txt
003518.jpg,data/labels/003518.txt
003261.jpg,data/labels/003261.txt
003256.jpg,data/labels/003256.txt
003015.jpg,data/labels/003015.txt
003859.jpg,data/labels/003859.txt
003129.jpg,data/labels/003129.txt
001915.jpg,data/labels/001915.txt
001735.jpg,data/labels/001735.txt
002528.jpg,data/labels/002528.txt
000829.jpg,data/labels/000829.txt
001861.jpg,data/labels/001861.txt
003879.jpg,data/labels/003879.txt
001550.jpg,data/labels/001550.txt
003281.jpg,data/labels/003281.txt
000536.jpg,data/labels/000536.txt
003550.jpg,data/labels/003550.txt
000069.jpg,data/labels/000069.txt
003426.jpg,data/labels/003426.txt
002336.jpg,data/labels/002336.txt
002507.jpg,data/labels/002507.txt
000445.jpg,data/labels/000445.txt
000148.jpg,data/labels/000148.txt
003669.jpg,data/labels/003669.txt
000779.jpg,data/labels/000779.txt
000213.jpg,data/labels/000213.txt
001769.jpg,data/labels/001769.txt
002590.jpg,data/labels/002590.txt
000280.jpg,data/labels/000280.txt
000232.jpg,data/labels/000232.txt
002279.jpg,data/labels/002279.txt
001491.jpg,data/labels/001491.txt
001963.jpg,data/labels/001963.txt
001114.jpg,data/labels/001114.txt
000324.jpg,data/labels/000324.txt
002616.jpg,data/labels/002616.txt
003926.jpg,data/labels/003926.txt
002054.jpg,data/labels/002054.txt
001728.jpg,data/labels/001728.txt
000552.jpg,data/labels/000552.txt
000543.jpg,data/labels/000543.txt
002175.jpg,data/labels/002175.txt
002915.jpg,data/labels/002915.txt
000422.jpg,data/labels/000422.txt
001154.jpg,data/labels/001154.txt
001978.jpg,data/labels/001978.txt
002115.jpg,data/labels/002115.txt
001821.jpg,data/labels/001821.txt
001530.jpg,data/labels/001530.txt
001014.jpg,data/labels/001014.txt
001831.jpg,data/labels/001831.txt
003300.jpg,data/labels/003300.txt
001836.jpg,data/labels/001836.txt
000096.jpg,data/labels/000096.txt
003829.jpg,data/labels/003829.txt
000484.jpg,data/labels/000484.txt
001733.jpg,data/labels/001733.txt
002489.jpg,data/labels/002489.txt
003956.jpg,data/labels/003956.txt
000349.jpg,data/labels/000349.txt
000175.jpg,data/labels/000175.txt
003872.jpg,data/labels/003872.txt
003588.jpg,data/labels/003588.txt
000316.jpg,data/labels/000316.txt
000599.jpg,data/labels/000599.txt
002454.jpg,data/labels/002454.txt
001647.jpg,data/labels/001647.txt
001462.jpg,data/labels/001462.txt
002277.jpg,data/labels/002277.txt
000481.jpg,data/labels/000481.txt
002525.jpg,data/labels/002525.txt
001468.jpg,data/labels/001468.txt
000755.jpg,data/labels/000755.txt
001349.jpg,data/labels/001349.txt
003183.jpg,data/labels/003183.txt
002643.jpg,data/labels/002643.txt
002472.jpg,data/labels/002472.txt
002651.jpg,data/labels/002651.txt
003721.jpg,data/labels/003721.txt
001567.jpg,data/labels/001567.txt
003441.jpg,data/labels/003441.txt
003081.jpg,data/labels/003081.txt
001378.jpg,data/labels/001378.txt
000510.jpg,data/labels/000510.txt
003685.jpg,data/labels/003685.txt
001475.jpg,data/labels/001475.txt
002405.jpg,data/labels/002405.txt
003523.jpg,data/labels/003523.txt
002321.jpg,data/labels/002321.txt
003712.jpg,data/labels/003712.txt
000153.jpg,data/labels/000153.txt
002438.jpg,data/labels/002438.txt
002070.jpg,data/labels/002070.txt
000635.jpg,data/labels/000635.txt
002453.jpg,data/labels/002453.txt
003910.jpg,data/labels/003910.txt
001684.jpg,data/labels/001684.txt
001112.jpg,data/labels/001112.txt
000896.jpg,data/labels/000896.txt
001365.jpg,data/labels/001365.txt
001076.jpg,data/labels/001076.txt
003741.jpg,data/labels/003741.txt
002369.jpg,data/labels/002369.txt
002364.jpg,data/labels/002364.txt
002235.jpg,data/labels/002235.txt
000026.jpg,data/labels/000026.txt
000297.jpg,data/labels/000297.txt
001247.jpg,data/labels/001247.txt
002510.jpg,data/labels/002510.txt
003194.jpg,data/labels/003194.txt
002805.jpg,data/labels/002805.txt
001059.jpg,data/labels/001059.txt
003024.jpg,data/labels/003024.txt
003953.jpg,data/labels/003953.txt
001232.jpg,data/labels/001232.txt
000926.jpg,data/labels/000926.txt
000476.jpg,data/labels/000476.txt
001231.jpg,data/labels/001231.txt
003124.jpg,data/labels/003124.txt
000381.jpg,data/labels/000381.txt
003421.jpg,data/labels/003421.txt
001958.jpg,data/labels/001958.txt
001119.jpg,data/labels/001119.txt
000457.jpg,data/labels/000457.txt
003665.jpg,data/labels/003665.txt
000795.jpg,data/labels/000795.txt
000737.jpg,data/labels/000737.txt
001602.jpg,data/labels/001602.txt
002971.jpg,data/labels/002971.txt
002877.jpg,data/labels/002877.txt
000027.jpg,data/labels/000027.txt
000770.jpg,data/labels/000770.txt
003945.jpg,data/labels/003945.txt
000641.jpg,data/labels/000641.txt
000365.jpg,data/labels/000365.txt
001824.jpg,data/labels/001824.txt
002604.jpg,data/labels/002604.txt
000815.jpg,data/labels/000815.txt
001583.jpg,data/labels/001583.txt
001631.jpg,data/labels/001631.txt
003370.jpg,data/labels/003370.txt
000010.jpg,data/labels/000010.txt
002253.jpg,data/labels/002253.txt
000499.jpg,data/labels/000499.txt
001317.jpg,data/labels/001317.txt
002947.jpg,data/labels/002947.txt
000286.jpg,data/labels/000286.txt
002851.jpg,data/labels/002851.txt
000998.jpg,data/labels/000998.txt
000448.jpg,data/labels/000448.txt
000948.jpg,data/labels/000948.txt
001394.jpg,data/labels/001394.txt
003273.jpg,data/labels/003273.txt
002997.jpg,data/labels/002997.txt
000231.jpg,data/labels/000231.txt
001450.jpg,data/labels/001450.txt
003242.jpg,data/labels/003242.txt
002985.jpg,data/labels/002985.txt
003786.jpg,data/labels/003786.txt
002223.jpg,data/labels/002223.txt
003690.jpg,data/labels/003690.txt
002315.jpg,data/labels/002315.txt
003017.jpg,data/labels/003017.txt
003738.jpg,data/labels/003738.txt
003308.jpg,data/labels/003308.txt
002091.jpg,data/labels/002091.txt
002562.jpg,data/labels/002562.txt
000274.jpg,data/labels/000274.txt
001134.jpg,data/labels/001134.txt
000498.jpg,data/labels/000498.txt
003521.jpg,data/labels/003521.txt
003554.jpg,data/labels/003554.txt
000708.jpg,data/labels/000708.txt
000735.jpg,data/labels/000735.txt
000091.jpg,data/labels/000091.txt
003228.jpg,data/labels/003228.txt
002942.jpg,data/labels/002942.txt
003503.jpg,data/labels/003503.txt
002349.jpg,data/labels/002349.txt
001548.jpg,data/labels/001548.txt
001411.jpg,data/labels/001411.txt
002402.jpg,data/labels/002402.txt
003695.jpg,data/labels/003695.txt
001858.jpg,data/labels/001858.txt
002396.jpg,data/labels/002396.txt
001810.jpg,data/labels/001810.txt
000602.jpg,data/labels/000602.txt
001712.jpg,data/labels/001712.txt
000958.jpg,data/labels/000958.txt
003191.jpg,data/labels/003191.txt
003850.jpg,data/labels/003850.txt
002828.jpg,data/labels/002828.txt
002004.jpg,data/labels/002004.txt
000615.jpg,data/labels/000615.txt
001295.jpg,data/labels/001295.txt
000590.jpg,data/labels/000590.txt
000801.jpg,data/labels/000801.txt
000098.jpg,data/labels/000098.txt
002641.jpg,data/labels/002641.txt
001122.jpg,data/labels/001122.txt
000699.jpg,data/labels/000699.txt
001753.jpg,data/labels/001753.txt
001875.jpg,data/labels/001875.txt
003090.jpg,data/labels/003090.txt
002261.jpg,data/labels/002261.txt
000810.jpg,data/labels/000810.txt
003751.jpg,data/labels/003751.txt
001266.jpg,data/labels/001266.txt
002586.jpg,data/labels/002586.txt
001954.jpg,data/labels/001954.txt
002847.jpg,data/labels/002847.txt
000797.jpg,data/labels/000797.txt
002640.jpg,data/labels/002640.txt
000269.jpg,data/labels/000269.txt
003192.jpg,data/labels/003192.txt
001897.jpg,data/labels/001897.txt
002606.jpg,data/labels/002606.txt
003348.jpg,data/labels/003348.txt
000219.jpg,data/labels/000219.txt
003731.jpg,data/labels/003731.txt
000326.jpg,data/labels/000326.txt
002679.jpg,data/labels/002679.txt
001609.jpg,data/labels/001609.txt
003536.jpg,data/labels/003536.txt
000301.jpg,data/labels/000301.txt
002414.jpg,data/labels/002414.txt
003864.jpg,data/labels/003864.txt
000300.jpg,data/labels/000300.txt
003451.jpg,data/labels/003451.txt
003919.jpg,data/labels/003919.txt
003182.jpg,data/labels/003182.txt
000876.jpg,data/labels/000876.txt
003697.jpg,data/labels/003697.txt
000004.jpg,data/labels/000004.txt
001133.jpg,data/labels/001133.txt
000777.jpg,data/labels/000777.txt
000123.jpg,data/labels/000123.txt
002611.jpg,data/labels/002611.txt
000053.jpg,data/labels/000053.txt
002654.jpg,data/labels/002654.txt
002094.jpg,data/labels/002094.txt
002708.jpg,data/labels/002708.txt
000898.jpg,data/labels/000898.txt
001718.jpg,data/labels/001718.txt
000282.jpg,data/labels/000282.txt
003730.jpg,data/labels/003730.txt
000888.jpg,data/labels/000888.txt
003035.jpg,data/labels/003035.txt
001975.jpg,data/labels/001975.txt
002001.jpg,data/labels/002001.txt
003885.jpg,data/labels/003885.txt
002248.jpg,data/labels/002248.txt
001162.jpg,data/labels/001162.txt
001234.jpg,data/labels/001234.txt
002451.jpg,data/labels/002451.txt
002371.jpg,data/labels/002371.txt
003740.jpg,data/labels/003740.txt
003293.jpg,data/labels/003293.txt
003063.jpg,data/labels/003063.txt
000074.jpg,data/labels/000074.txt
001585.jpg,data/labels/001585.txt
002432.jpg,data/labels/002432.txt
000867.jpg,data/labels/000867.txt
003335.jpg,data/labels/003335.txt
001537.jpg,data/labels/001537.txt
003532.jpg,data/labels/003532.txt
001416.jpg,data/labels/001416.txt
002517.jpg,data/labels/002517.txt
001010.jpg,data/labels/001010.txt
001190.jpg,data/labels/001190.txt
001847.jpg,data/labels/001847.txt
003734.jpg,data/labels/003734.txt
001750.jpg,data/labels/001750.txt
001222.jpg,data/labels/001222.txt
003898.jpg,data/labels/003898.txt
003262.jpg,data/labels/003262.txt
000435.jpg,data/labels/000435.txt
001301.jpg,data/labels/001301.txt
002760.jpg,data/labels/002760.txt
003315.jpg,data/labels/003315.txt
003551.jpg,data/labels/003551.txt
001987.jpg,data/labels/001987.txt
003486.jpg,data/labels/003486.txt
000115.jpg,data/labels/000115.txt
003961.jpg,data/labels/003961.txt
000350.jpg,data/labels/000350.txt
000358.jpg,data/labels/000358.txt
002738.jpg,data/labels/002738.txt
003758.jpg,data/labels/003758.txt
000240.jpg,data/labels/000240.txt
002264.jpg,data/labels/002264.txt
000759.jpg,data/labels/000759.txt
000701.jpg,data/labels/000701.txt
002237.jpg,data/labels/002237.txt
002989.jpg,data/labels/002989.txt
002090.jpg,data/labels/002090.txt
002143.jpg,data/labels/002143.txt
000417.jpg,data/labels/000417.txt
000564.jpg,data/labels/000564.txt
000776.jpg,data/labels/000776.txt
000359.jpg,data/labels/000359.txt
001917.jpg,data/labels/001917.txt
003947.jpg,data/labels/003947.txt
002976.jpg,data/labels/002976.txt
001376.jpg,data/labels/001376.txt
001729.jpg,data/labels/001729.txt
001435.jpg,data/labels/001435.txt
001035.jpg,data/labels/001035.txt
003582.jpg,data/labels/003582.txt
000711.jpg,data/labels/000711.txt
003806.jpg,data/labels/003806.txt
001395.jpg,data/labels/001395.txt
001749.jpg,data/labels/001749.txt
003587.jpg,data/labels/003587.txt
002932.jpg,data/labels/002932.txt
000704.jpg,data/labels/000704.txt
003066.jpg,data/labels/003066.txt
001710.jpg,data/labels/001710.txt
001652.jpg,data/labels/001652.txt
003026.jpg,data/labels/003026.txt
001574.jpg,data/labels/001574.txt
002754.jpg,data/labels/002754.txt
000203.jpg,data/labels/000203.txt
